门店名称,系统名称,大区,小区,省名称,地城市,渠道
沃尔玛昆明呈贡龙斗壹号海岸城店,沃尔玛昆明呈贡龙斗壹号海岸城店,西区,云贵区,云南,昆明,沃尔玛
沃尔玛昆明金瓦路店2732,沃尔玛昆明金瓦路店,西区,云贵区,云南,昆明,沃尔玛
沃尔玛宜良店,沃尔玛昆明城市广场店,西区,云贵区,云南,昆明,沃尔玛
沃尔玛西北店（2345）,沃尔玛昆明昌源中路店,西区,云贵区,云南,昆明,沃尔玛
沃尔玛昆明前兴路分店(2138),沃尔玛昆明前兴路店,西区,云贵区,云南,昆明,沃尔玛
沃尔玛昆明新迎店1102(转型),沃尔玛昆明新迎店,西区,云贵区,云南,昆明,沃尔玛
沃尔玛2030昆明兴苑店,沃尔玛昆明兴苑路店,西区,云贵区,云南,昆明,沃尔玛
沃尔玛昆明大观店,沃尔玛昆明大观店,西区,云贵区,云南,昆明,沃尔玛
永辉安宁吾悦广场店,永辉昆明安宁吾悦广场店,西区,云贵区,云南,昆明,永辉
永辉昆明吾悦新城店,永辉昆明新城吾悦广场店,西区,云贵区,云南,昆明,永辉
沃尔玛丽江店2572,沃尔玛丽江庆云东路分店,西区,云贵区,云南,丽江,沃尔玛
沃尔玛云南临沧店2524,沃尔玛临沧沧江路店,西区,云贵区,云南,临沧,沃尔玛
沃尔玛罗平振兴街店,沃尔玛购物广场曲靖罗平店2767,西区,云贵区,云南,曲靖,沃尔玛
沃尔玛文山店,沃尔玛文山光大广场店,西区,云贵区,云南,文山壮族苗族自治州,沃尔玛
大润发景洪店,大润发景洪西双版纳店,西区,云贵区,云南,西双版纳傣族自治州,大润发
沃尔玛玉溪东风广场店1021,沃尔玛玉溪东风中路店,西区,云贵区,云南,玉溪,沃尔玛
玉溪大尔多,大尔多玉溪南北大街店,西区,云贵区,云南,玉溪,玉溪大尔多
永辉超市奥园城市天地店,永辉重庆南岸区奥园城市天地店,西区,重庆区,重庆,重庆,永辉
永旺武胜店,永旺武汉武胜路店,东区,湖北区,湖北,武汉,永旺
东葛店,华润万家南宁永凯现代城店,南区,广西区,广西,南宁,华润
重庆丰都县--丰都久桓大道店,永辉重庆丰都久恒店,西区,重庆区,重庆,重庆,永辉
四川永辉超市有限公司仁寿万达广场店,永辉眉山平安大道店,西区,四川区,四川,仁寿县,永辉
惠州山姆会员商店有限公司,山姆惠州印力广场店,南区,粤赣区,广东,惠州,山姆
大润发赣州章江店,大润发赣州章江店,南区,粤赣区,江西,赣州,大润发
抚州金巢大润发店,大润发抚州青云峰路店,南区,粤赣区,江西,抚州,大润发
百佳广州君益分店,永辉广州君益商业中心店,南区,湖广区,广东,广州,永辉
家乐福昆明万彩城店,家乐福昆明万彩城店,西区,云贵区,云南,昆明,家乐福
大润发长沙雨花店,大润发长沙木莲路店,南区,湖广区,湖南,长沙,大润发
新世纪超市开县商都,新世纪重庆开县商都店,西区,重庆区,重庆,重庆,重庆新世纪
百步亭龙庭店,武商量贩武汉龙庭店店,东区,湖北区,湖北,武汉,武商
武汉武商武泰闸万隆店,武商武汉万隆店,东区,湖北区,湖北,武汉,武商
武汉中百仓储唐家墩店,中百武汉唐家墩店,东区,湖北区,湖北,武汉,中百仓储
百佳广州江燕路店,永辉广州百佳永辉海珠万科派店,南区,湖广区,广东,广州,永辉
长沙润良商业有限公司,大润发长沙韶山南路店,南区,湖广区,湖南,长沙,大润发
(中山店)昆山润华商业有限公司,大润发中山大信南路店,南区,粤西区,广东,中山,大润发
昆山润华中山小榄分公司,大润发中山小榄店,南区,粤西区,广东,中山,大润发
华润坦洲店,华润万家中山坦州北路店,南区,粤西区,广东,中山,华润
华润石岐店,华润万家中山中山五路店,南区,粤西区,广东,中山,华润
壹加壹中山阜沙店,壹加壹中山阜沙店,南区,粤西区,广东,中山,壹加壹
壹加壹中山东升店,壹加壹东升店,南区,粤西区,广东,中山,壹加壹
百佳深圳特力大厦店,永辉深圳特力大厦店,南区,粤赣区,广东,深圳,永辉
步步高岳阳新天地店,步步高岳阳得胜南路店,南区,湖广区,湖南,岳阳,步步高
大润发韶关南雄店,大润发韶关南雄店,南区,粤西区,广东,南雄,大润发
武汉武商百圣店,武商量贩武汉百圣店,东区,湖北区,湖北,武汉,武商
天虹珠海诚丰店,天虹珠海明珠南路店,南区,粤西区,广东,珠海,天虹
壹加壹小榄购物广场,壹加壹中山龙山店,南区,粤西区,广东,中山,壹加壹
壹加壹石歧湖滨店,壹加壹中山湖滨商场店,南区,粤西区,广东,中山,壹加壹
壹加壹三乡商业大厦店（文昌）,壹加壹中山三乡商业大厦店,南区,粤西区,广东,中山,壹加壹
安顺大润发商业有限公司,大润发安顺黄果树大道店,西区,云贵区,贵州,安顺,大润发
都匀大润发,大润发黔南都匀店,西区,云贵区,贵州,都匀,大润发
沃尔玛乐山2087店,沃尔玛乐山财富广场店,西区,四川区,四川,乐山,沃尔玛
沃尔玛成都华阳益州大道店,沃尔玛成都华阳店,西区,四川区,四川,双流县,沃尔玛
沃尔玛攀枝花店2135,沃尔玛攀枝花云锦金瓯店,西区,四川区,四川,攀枝花,沃尔玛
沃尔玛巴中店,沃尔玛巴中滨河路店,西区,四川区,四川,巴中,沃尔玛
沃尔玛顺德2026店,沃尔玛佛山顺德店,南区,粤西区,广东,佛山,沃尔玛
沃尔玛来宾北店,沃尔玛来宾桂中大道店,南区,广西区,广西,来宾,沃尔玛
沃尔玛购物广场韶关新华南路店1082,沃尔玛韶关新华南路店,南区,粤西区,广东,韶关,沃尔玛
沃尔玛购物广场佛山季华分店1029,沃尔玛佛山季华店,南区,粤西区,广东,佛山,沃尔玛
沃尔玛武汉东西湖店,沃尔玛武汉东西湖店,东区,湖北区,湖北,武汉,沃尔玛
沃尔玛咸宁店,沃尔玛咸宁温泉路店,东区,湖北区,湖北,咸宁,沃尔玛
沃尔玛黄石店,沃尔玛黄石摩尔城店,东区,湖北区,湖北,黄石,沃尔玛
沃尔玛广州黄埔111店,沃尔玛广州石化路店,南区,湖广区,广东,广州,沃尔玛
沃尔玛广州淘金105店,沃尔玛广州淘金路店,南区,湖广区,广东,广州,沃尔玛
沃尔玛莆田涵江店,沃尔玛莆田涵江财富广场店,南区,福建区,福建,莆田,沃尔玛
沃尔玛海沧店,沃尔玛厦门海沧店,南区,福建区,福建,厦门,沃尔玛
沃尔玛江宇世纪城店,沃尔玛南宁江宇世纪城店,南区,广西区,广西,南宁,沃尔玛
四川永辉新都店,永辉成都海伦国际店,西区,四川区,四川,新都县,永辉
四川永辉超市有限公司新都龙湖锦宸店,永辉成都龙湖锦宸店,西区,四川区,四川,新都县,永辉
四川永辉超市有限公司江油宝龙广场店,永辉绵阳江油宝龙广场店,西区,四川区,四川,江油,永辉
四川永辉超市有限公司宜宾万达广场店,永辉宜宾万达广场店9800,西区,四川区,四川,宜宾,永辉
沃尔玛深圳红岭店0107(转型),沃尔玛深圳红岭店,南区,粤赣区,广东,深圳,沃尔玛
沃尔玛深圳西乡前进路店3432,沃尔玛深圳前进路店,南区,粤赣区,广东,深圳,沃尔玛
永旺（湖北）商业有限公司武汉金地店,永旺武汉金地店,东区,湖北区,湖北,武汉,永旺
广东吉之岛佛山王府井紫薇港店,吉之岛佛山紫薇港店,南区,粤西区,广东,佛山,吉之岛
沃尔玛厦门瑞景店2058,沃尔玛厦门瑞景店,南区,福建区,福建,厦门,沃尔玛
华润德庆店,华润万家肇庆德庆店,南区,粤西区,广东,肇庆,华润
萍乡天虹购物中心,天虹萍乡康庄路店,东区,湖北区,江西,萍乡,天虹
萍乡天虹购物中心,天虹萍乡康庄路店,东区,湖北区,江西,萍乡,天虹
广州家广超市有限公司四会海伦城市广场店,家乐福肇庆清塘大道店,东区,湖北区,广东,肇庆,家乐福
中山华发广场分公司,吉之岛中山华发商都店,南区,粤西区,广东,中山,吉之岛
大润发东莞长安霄边店,大润发东莞长安霄边大街店,南区,粤赣区,广东,东莞,大润发
武汉中百仓储沌口金凯店,中百仓储武汉沌口金凯购物广场,东区,湖北区,湖北,武汉,中百仓储
(北海店)昆山润华商业有限公司,大润发北海北海大道店,南区,广西区,广西,北海,大润发
大润发钦州店,大润发钦州店,南区,广西区,广西,钦州,大润发
六盘水大润发商业有限公司(大润发六盘水店）,大润发六盘水钟山大道店,西区,云贵区,贵州,六盘水,大润发
家乐福深圳中心城,家乐福深圳福华一路店,东区,湖北区,广东,深圳,家乐福
沃尔玛光明店,沃尔玛深圳长升路店,南区,粤赣区,广东,深圳,沃尔玛
华润万家翠竹店,华润万家深圳翠竹店,南区,粤赣区,广东,深圳,华润
特易购商业(广东)有限公司顺德北滘分公司,华润万家佛山北滘店,南区,粤西区,广东,佛山,华润
华润万家佛山黄岐店,华润万家佛山南海黄岐店,南区,粤西区,广东,佛山,华润
华润伦常店,华润万家佛山伦窖店,南区,粤西区,广东,佛山,华润
广东永旺天河城商业有限公司佛山顺德欢乐海岸分公司,吉之岛佛山欢乐大道店,南区,粤西区,广东,佛山,吉之岛
永辉顺德大融城店,永辉顺德大融城店,南区,粤西区,广东,佛山,永辉
百佳万达广场,永辉佛山百佳万达,南区,粤西区,广东,佛山,永辉
百佳永辉海骏达广场店,永辉佛山海骏达广场店,南区,粤西区,广东,佛山,永辉
家乐福中山远洋城店,家乐福中山博爱六路店,东区,湖北区,广东,中山,家乐福
广东永旺天河城商业有限公司中山坦洲优越城分公司,永旺中山界狮南路店,南区,粤西区,广东,中山,永旺
百佳中山大信新都汇店,百佳中山石岐莲员东路678分店,南区,粤西区,广东,中山,永辉
百佳中山假日广场店,永辉中山百佳永辉中山假日广场店,南区,粤西区,广东,中山,永辉
沃尔玛阳江盈信广场店2547,沃尔玛阳江盈信广场店,南区,粤西区,广东,阳江,沃尔玛
华润湛新店,华润万家湛江湛新店,东区,湖北区,广东,湛江,华润
易初莲花湛江店（鼎盛店）,卜蜂莲花湛江人民大道店,南区,粤西区,广东,湛江,易初莲花
华润万家清远清新店,华润万家清远美林店,南区,粤西区,广东,清远,华润
嘉荣超市韶关保利店,嘉荣超市韶关保利广场店,南区,粤西区,广东,韶关,嘉荣超市
百佳华发商都分店,永辉珠海百佳永辉珠海华发商都店,南区,粤西区,广东,珠海,永辉
百佳佛山吉利超极广场店,百佳佛山二马路店,南区,粤西区,广东,佛山,永辉
Lotus黄岐店,卜蜂莲花佛山黄岐店,南区,粤西区,广东,佛山,易初莲花
百佳南海万科,永辉佛山万科店,南区,粤西区,广东,佛山,永辉
易初莲花佛山里水店,易初莲花佛山里水店,南区,粤西区,广东,佛山,易初莲花
江门市嘉荣超市有限公司台山万达广场店,嘉荣超市江门台山万达广场店,南区,粤西区,广东,江门,嘉荣超市
（北环店）阳江润良商业有限公司,大润发阳江润良店,南区,粤西区,广东,阳江,大润发
sp@ce福永方元城店,天虹深圳方元城店,东区,湖北区,广东,深圳,天虹
天虹深圳前进店,天虹深圳前进路店,南区,粤赣区,广东,深圳,天虹
百佳南山来福士广场,永辉深圳南山来福士广场店,南区,粤赣区,广东,深圳,永辉
永辉深圳南山茂业店,永辉深圳南山茂业店,南区,粤赣区,广东,深圳,永辉
sp@ce新安优城店,天虹深圳上合花园店,南区,粤赣区,广东,深圳,天虹
壹加壹南区店,壹加壹中山星汇店,南区,粤西区,广东,中山,壹加壹
壹加壹汇丰城店,壹加壹中山汇丰城店,南区,粤西区,广东,中山,壹加壹
大润发梧州店,大润发梧州大学路店,南区,广西区,广西,梧州,大润发
天虹sp@ce领航城店,天虹深圳领航城店,南区,粤赣区,广东,深圳,天虹
永辉深圳沙井市民广场店,永辉深圳沙井市民广场店,东区,湖北区,广东,深圳,永辉
沃尔玛购物广场南宁民族大道店1088,沃尔玛南宁民族大道店,南区,广西区,广西,南宁,沃尔玛
永辉广西南宁新城吾悦广场店,永辉南宁新城吾悦广场店,南区,广西区,广西,南宁,永辉
永辉成都新城市广场店,永辉成都新城市广场店,西区,四川区,四川,成都,永辉
易初莲花佛山盐步店,易初莲花佛山盐步店,南区,粤西区,广东,佛山,易初莲花
壹加壹三角购物广场,壹加壹中山福源北店,南区,粤西区,广东,中山,壹加壹
壹加壹中山碧涛店,壹加壹中山嘉联路店,南区,粤西区,广东,中山,壹加壹
贵州合力购物有限责任公司白云店,合力贵阳白云中店,西区,云贵区,贵州,贵阳,合力
贵州合力购物有限责任公司毕节店,合力毕节麻园大道店,西区,云贵区,贵州,毕节,合力
贵州合力购物有限责任公司金沙店,合力超市毕节长安街店,西区,云贵区,贵州,毕节,合力
贵州合力购物有限责任公司三穗店,合力三穗佳誉城市广场店,西区,云贵区,贵州,黔东南,合力
贵州合力购物有限责任公司修文二店,合力贵阳修文广场店,西区,云贵区,贵州,贵阳,合力
贵州合力购物有限责任公司正安东方新城店,合力遵义正安东方新城店,西区,云贵区,贵州,遵义,合力
贵州合力购物有限责任公司息烽店,合力贵阳交通路店,西区,云贵区,贵州,贵阳,合力
贵州合力购物有限责任公司松桃店,合力超市铜仁松桃店,西区,云贵区,贵州,贵阳,合力
贵州合力购物有限责任公司遵义世贸城店,合力超市遵义世贸城店,西区,云贵区,贵州,遵义,合力
贵州合力购物有限责任公司数博万达广场店,合力贵阳数博万达店,西区,云贵区,贵州,贵阳,合力
合力美的林城阳关店,合力超市贵阳长岭北路店,西区,云贵区,贵州,贵阳,合力
合力湄潭太阳城店,合力遵义湄潭店,西区,云贵区,贵州,遵义,合力
贵州合力购物有限责任公司大方佳鑫国际店,合力超市毕节佳鑫国际店,西区,云贵区,贵州,毕节,合力
大润发南宁西乡塘店,大润发南宁大学东路店,南区,广西区,广西,南宁,大润发
大润发北海四川南路店,大润发北海银海店,南区,广西区,广西,北海,大润发
四川沃尔玛达州2018店,沃尔玛达州朝阳东路店,西区,四川区,四川,达州,沃尔玛
大润发安庆,大润发安庆湖心中路店,东区,安徽区,安徽,安庆,大润发
安徽欧尚超市有限公司安庆皖江大道店,欧尚安庆皖江大道店,东区,安徽区,安徽,安庆,大润发
安庆天柱山路购物广场,苏果安庆天柱山路店,东区,安徽区,安徽,安庆,苏果
永辉安庆梧桐国际店,永辉安庆梧桐国际店,东区,安徽区,安徽,安庆,永辉
蚌埠_合家福百大万达店,合家福蚌埠万达店,东区,安徽区,安徽,蚌埠,GT-MT
大润发蚌埠淮河文化广场店,大润发蚌埠兴业街店,东区,安徽区,安徽,蚌埠,大润发
大润发蚌埠店,大润发蚌埠解放东路店,东区,安徽区,安徽,蚌埠,大润发
蚌埠欧尚超市有限公司蚌埠朝阳店,欧尚蚌埠朝阳店,东区,安徽区,安徽,蚌埠,大润发
沃尔玛亳州店,沃尔玛毫州魏武广场店,东区,安徽区,安徽,亳州,沃尔玛
沃尔玛亳州店,沃尔玛毫州魏武广场店,东区,安徽区,安徽,亳州,沃尔玛
大润发池州店,大润发池州长江中路店,东区,安徽区,安徽,池州,大润发
大润发池州店,大润发池州长江中路店,东区,安徽区,安徽,池州,大润发
永辉池州东至店,永辉池州东流大道店,东区,安徽区,安徽,池州,永辉
天长建设平价店(829401),苏果滁州天长建设购物广场店,东区,安徽区,安徽,滁州,苏果
大润发当涂店,大润发马鞍山青莲路店,东区,安徽区,安徽,当涂县,大润发
大润发定远店,大润发滁州定远店,东区,安徽区,安徽,定远县,大润发
大润发阜阳店,大润发阜阳颍河西路店,东区,安徽区,安徽,阜阳,大润发
